Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date,year,month
USA,47.2,shine,Joey Bada$$,2020-07-17,0.447,0.619,78.57,2020-07-17,2020,7
USA,73.60000000000002,happiness over everything,Jhené Aiko - Future - Miguel,2020-02-28,0.518,0.7020000000000001,134.965,2020-02-28,2020,2
USA,55.2,burden,Aminé,2020-08-07,0.447,0.7859999999999999,142.264,2020-08-07,2020,8
USA,248.6,19.10,Childish Gambino,2020-03-22,0.715,0.597,114.98,2020-03-22,2020,3
USA,49.6,time in,TWENTY88,2020-09-04,0.6409999999999999,0.524,133.132,2020-09-04,2020,9
USA,19.200000000000006,chinatown,Polo G,2020-05-15,0.82,0.5,89.09,2020-05-15,2020,5
USA,110.55,guard your heart,Big Sean - Anderson .Paak - Earlly Mac - Wale,2020-09-04,0.608,0.664,81.978,2020-09-04,2020,9
USA,15.2,timeless,Benny The Butcher - Lil Wayne - Big Sean,2020-10-09,0.57,0.962,170.634,2020-10-09,2020,10
USA,92.25,tycoon,Future,2020-05-15,0.8540000000000001,0.599,157.031,2020-05-15,2020,5
USA,47.2,surrender,Jhené Aiko - Dr. Chill,2020-03-06,0.534,0.464,134.56799999999998,2020-03-06,2020,3
USA,13.6,aries,Gorillaz - Peter Hook - Georgia,2020-04-09,0.611,0.667,119.996,2020-04-09,2020,4
USA,1.6,flux capacitor,Jay Electronica,2020-03-13,0.518,0.871,91.653,2020-03-13,2020,3
USA,579,starting over,Chris Stapleton,2020-08-27,0.638,0.5379999999999999,89.124,2020-08-27,2020,8
USA,45.6,10k hours,Jhené Aiko - Nas,2020-03-06,0.6629999999999999,0.41,89.113,2020-03-06,2020,3
USA,88.39999999999998,so stressed,Trippie Redd - Yung LB,2020-10-30,0.652,0.5660000000000001,133.941,2020-10-30,2020,10
USA,106.4,blood on my denim,A Boogie Wit da Hoodie,2020-02-14,0.8420000000000001,0.52,109.008,2020-02-14,2020,2
USA,411.2,all in,YoungBoy Never Broke Again,2020-09-11,0.511,0.654,154.868,2020-09-11,2020,9
USA,76.80000000000003,calm down,A Boogie Wit da Hoodie - Summer Walker,2020-02-14,0.579,0.612,133.366,2020-02-14,2020,2
USA,18.4,riri,Aminé,2020-08-07,0.809,0.623,121.989,2020-08-07,2020,8
USA,9.6,end this,Hailee Steinfeld,2020-05-08,0.621,0.4270000000000001,192.183,2020-05-08,2020,5
USA,73.60000000000002,i feel bad,blackbear,2020-07-17,0.637,0.785,144.053,2020-07-17,2020,7
USA,155.65,amen,Logic,2020-07-24,0.604,0.789,170.33900000000003,2020-07-24,2020,7
USA,129.25,pretty girls,iann dior,2020-06-12,0.732,0.511,96.946,2020-06-12,2020,6
USA,159.4,in your eyes  - remix,The Weeknd - Kenny G,2020-10-16,0.606,0.7859999999999999,99.969,2020-10-16,2020,10
USA,10.4,long violent history,Tyler Childers,2020-09-18,0.446,0.365,141.72,2020-09-18,2020,9
USA,4,me & ur ghost,blackbear,2020-08-21,0.742,0.679,100.041,2020-08-21,2020,8
USA,28.8,savage anthem,PARTYNEXTDOOR,2020-03-27,0.285,0.329,159.409,2020-03-27,2020,3
USA,97.6,life of mr. carter,Lil Wayne,2020-09-25,0.593,0.828,149.219,2020-09-25,2020,9
USA,113.9,diamonds,YoungBoy Never Broke Again,2020-04-24,0.6509999999999999,0.7879999999999999,93.364,2020-04-24,2020,4
USA,228.5,lockdown,Anderson .Paak,2020-06-19,0.928,0.4370000000000001,100.056,2020-06-19,2020,6
USA,69.60000000000001,no honorable mention,Trippie Redd - Lil Mosey - Quavo,2020-10-30,0.718,0.643,156.039,2020-10-30,2020,10
USA,56,banyan tree - interlude,Machine Gun Kelly,2020-09-25,0.477,0.5920000000000001,82.387,2020-09-25,2020,9
USA,5.6000000000000005,house arrest tingz,YoungBoy Never Broke Again,2020-09-11,0.725,0.583,159.989,2020-09-11,2020,9
USA,270.1,i know,Polo G,2020-05-15,0.807,0.665,164.96400000000003,2020-05-15,2020,5
USA,18.4,i choose you,YoungBoy Never Broke Again,2020-04-24,0.498,0.654,83.12700000000002,2020-04-24,2020,4
USA,3.2,reapers child,YoungBoy Never Broke Again,2020-09-11,0.759,0.701,123.933,2020-09-11,2020,9
USA,675.95,20/20,Lil Tjay,2020-01-01,0.8859999999999999,0.336,100.044,2020-01-01,2020,1
USA,40.8,space ghost coast to coast,Glass Animals,2020-08-07,0.903,0.529,100.977,2020-08-07,2020,8
USA,32.800000000000004,4 thangs,Freddie Gibbs - Hit-Boy - Big Sean,2020-10-30,0.813,0.557,83.012,2020-10-30,2020,10
USA,45.6,the greatest,Rod Wave,2020-04-03,0.732,0.41,125.947,2020-04-03,2020,4
USA,111.35,moonlight,Trippie Redd,2020-10-30,0.632,0.644,86.007,2020-10-30,2020,10
USA,78.4,heaven or hell,Don Toliver,2020-03-13,0.65,0.589,160.031,2020-03-13,2020,3
USA,442.4,diva,The Kid LAROI - Lil Tecca,2020-01-31,0.6859999999999999,0.703,144.90200000000004,2020-01-31,2020,1
USA,48,pulling the pin,Run The Jewels - Josh Homme - Mavis Staples,2020-06-03,0.468,0.763,101.096,2020-06-03,2020,6
USA,70.4,all star,Lil Tecca - Lil Tjay,2020-03-13,0.782,0.644,129.972,2020-03-13,2020,3
USA,17.6,heart attack,BRONSON - ODESZA - Golden Features - lau.ra,2020-04-29,0.556,0.649,121.999,2020-04-29,2020,4
USA,45.6,yes!,KYLE - K CAMP - Rich The Kid,2020-02-21,0.758,0.6659999999999999,162.083,2020-02-21,2020,2
USA,132,split/whole time,Lil Yachty,2020-05-26,0.664,0.483,145.053,2020-05-26,2020,5
USA,50.40000000000001,relentless,Polo G,2020-05-15,0.763,0.5579999999999999,77.02600000000002,2020-05-15,2020,5
USA,85,gang signs,Lil Baby,2020-02-28,0.82,0.7929999999999999,85.009,2020-02-28,2020,2
USA,74.39999999999998,3am,Russ - Ty Dolla $ign,2020-05-19,0.569,0.657,73.008,2020-05-19,2020,5
USA,64,one more hour,Tame Impala,2020-02-14,0.647,0.398,102.029,2020-02-14,2020,2
USA,74.4,shadows,YoungBoy Never Broke Again,2020-04-24,0.495,0.8190000000000001,177.956,2020-04-24,2020,4
USA,52.8,top down,Lil Yachty,2020-05-29,0.784,0.68,152.972,2020-05-29,2020,5
USA,48,miser,WAVYVIBE,2020-09-18,0.556,0.313,77.997,2020-09-18,2020,9
USA,386.70000000000016,no dribble,DaBaby - Stunna 4 Vegas,2020-07-27,0.785,0.504,129.937,2020-07-27,2020,7
USA,47.2,auatc,Bon Iver,2020-08-05,0.38,0.416,93.445,2020-08-05,2020,8
USA,46.40000000000001,born tired,Jhené Aiko,2020-03-06,0.511,0.312,113.771,2020-03-06,2020,3
USA,47.2,ym wasted,Lil Wayne,2020-08-28,0.635,0.685,154.94899999999996,2020-08-28,2020,8
USA,95.2,"u move, i move",John Legend - Jhené Aiko,2020-06-19,0.379,0.249,83.258,2020-06-19,2020,6
USA,85,last name,Future - Lil Durk,2020-05-15,0.775,0.542,112.456,2020-05-15,2020,5
USA,43.2,banana split,Murda Beatz - YNW Melly - Lil Durk,2020-03-27,0.743,0.55,141.864,2020-03-27,2020,3
USA,134.35,surf swag,Lil Wayne,2020-08-28,0.49,0.7490000000000001,97.908,2020-08-28,2020,8
USA,0.8,freak,Ty Dolla $ign - Quavo,2020-10-23,0.794,0.6829999999999999,154.109,2020-10-23,2020,10
USA,39.2,loyal  - remix,PARTYNEXTDOOR - Drake - Bad Bunny,2020-03-27,0.877,0.529,104.984,2020-03-27,2020,3
USA,53.6,let me down,Oliver Tree,2020-04-07,0.457,0.648,160.02100000000004,2020-04-07,2020,4
USA,38.40000000000001,street sweeper,Gunna - Future,2020-07-24,0.7879999999999999,0.443,126.071,2020-07-24,2020,7
USA,152,value,A$AP Ferg,2020-01-29,0.7659999999999999,0.901,129.993,2020-01-29,2020,1
USA,53.6,long rd,YoungBoy Never Broke Again,2020-02-21,0.768,0.565,129.866,2020-02-21,2020,2
USA,48,beer:30,Florida Georgia Line,2020-05-22,0.77,0.887,100.028,2020-05-22,2020,5
USA,49.6,shoes,Lil Wayne,2020-08-28,0.789,0.584,83.014,2020-08-28,2020,8
USA,50.40000000000001,vampire,Dominic Fike,2020-07-31,0.787,0.735,97.957,2020-07-31,2020,7
USA,30.4,jewelz,Anderson .Paak,2020-10-06,0.884,0.653,108.548,2020-10-06,2020,10
USA,142.85,never look back,Run The Jewels,2020-06-03,0.848,0.721,114.017,2020-06-03,2020,6
USA,115.9,wwiii,Machine Gun Kelly,2020-09-25,0.435,0.932,160.084,2020-09-25,2020,9
USA,185.6,shameika,Fiona Apple,2020-04-17,0.375,0.7759999999999999,186.814,2020-04-17,2020,4
USA,15.2,hand crushed by a mallet,100 gecs - Fall Out Boy - Craig Owens - Nicole Dollanganger,2020-07-10,0.473,0.936,173.53,2020-07-10,2020,7
USA,80.80000000000003,under the table,Fiona Apple,2020-04-17,0.64,0.494,119.854,2020-04-17,2020,4
USA,1171.65,kacey talk,YoungBoy Never Broke Again,2020-08-13,0.877,0.607,127.055,2020-08-13,2020,8
USA,26.4,really redd,Internet Money - Trippie Redd - Lil Keed - Young Nudy,2020-08-29,0.7879999999999999,0.583,80.044,2020-08-29,2020,8
USA,166.55,a2z,Logic,2020-07-24,0.662,0.918,88.833,2020-07-24,2020,7
USA,97.75,the nether,Trippie Redd,2020-10-30,0.7390000000000001,0.325,73.002,2020-10-30,2020,10
USA,123.20000000000002,knocked off,YoungBoy Never Broke Again,2020-02-11,0.752,0.653,165.046,2020-02-11,2020,2
USA,80.80000000000003,32.22,Childish Gambino,2020-03-22,0.708,0.636,108.035,2020-03-22,2020,3
USA,427.2,the other guy,Luke Combs,2020-10-23,0.5670000000000001,0.726,141.92,2020-10-23,2020,10
USA,21.6,not another love song,Ella Mai,2020-10-02,0.499,0.612,157.218,2020-10-02,2020,10
USA,407.2,prospect,iann dior - Lil Baby,2020-05-22,0.816,0.579,120.078,2020-05-22,2020,5
USA,495.35,heartless,Polo G - Mustard,2020-05-15,0.7759999999999999,0.64,160.03799999999995,2020-05-15,2020,5
USA,1.6,diet_,Denzel Curry - Kenny Beats,2020-02-07,0.7240000000000001,0.7709999999999999,90.565,2020-02-07,2020,2
USA,96.8,still wiz,Wiz Khalifa,2020-04-20,0.75,0.6629999999999999,180.041,2020-04-20,2020,4
USA,8,lie to me,Tate McRae - Ali Gatie,2020-10-14,0.642,0.392,138.065,2020-10-14,2020,10
USA,20,pray for you,Jhené Aiko,2020-03-06,0.525,0.478,147.741,2020-03-06,2020,3
USA,123,chasing_,NF - Mikayla Sippel,2020-10-12,0.498,0.0942,139.218,2020-10-12,2020,10
USA,150.65,hit em up,A Boogie Wit da Hoodie - Trap Manny,2020-02-14,0.506,0.591,169.752,2020-02-14,2020,2
USA,119.85,love scars 4,Trippie Redd,2020-10-30,0.73,0.535,110.012,2020-10-30,2020,10
USA,36.8,hate me,Ellie Goulding - Juice WRLD,2020-07-16,0.64,0.789,75.018,2020-07-16,2020,7
USA,276.55,fine by time,YoungBoy Never Broke Again,2020-02-21,0.506,0.787,99.956,2020-02-21,2020,2
USA,51.2,dominic’s interlude,Halsey - Dominic Fike,2020-01-17,0.406,0.368,157.885,2020-01-17,2020,1
USA,1240.0000000000002,havin my way,Lil Skies - Lil Durk,2020-03-04,0.802,0.737,127.014,2020-03-04,2020,3
USA,329,dreams,Lil Wayne,2020-01-31,0.604,0.57,140.06,2020-01-31,2020,1
USA,137.39999999999998,our time,Lil Tecca,2020-09-18,0.895,0.439,109.988,2020-09-18,2020,9
USA,35.2,good morning,Trippie Redd,2020-10-30,0.768,0.6459999999999999,143.047,2020-10-30,2020,10
USA,32.800000000000004,stuck on you,Giveon,2020-09-30,0.599,0.449,158,2020-09-30,2020,9
USA,56,temptations,Ty Dolla $ign - Kid Cudi,2020-10-23,0.624,0.7929999999999999,81.531,2020-10-23,2020,10
USA,43.2,no ice,NAV - Lil Durk,2020-05-08,0.8220000000000001,0.5670000000000001,80.00399999999998,2020-05-08,2020,5
USA,0.8,conversations in the dark,John Legend,2020-01-10,0.3720000000000001,0.355,126.705,2020-01-10,2020,1
USA,78.4,the war,Joyner Lucas - Young Thug,2020-03-27,0.8079999999999999,0.377,126.096,2020-03-27,2020,3
USA,229.2,body language,Big Sean - Ty Dolla $ign - Jhené Aiko,2020-09-04,0.711,0.838,80.024,2020-09-04,2020,9
USA,48,ice cold,Lil Tjay,2020-05-01,0.595,0.627,175.954,2020-05-01,2020,5
USA,52,never again,PARTYNEXTDOOR,2020-03-27,0.6409999999999999,0.41,81.96700000000001,2020-03-27,2020,3
USA,110.9,take you back,Russ - Kehlani,2020-08-28,0.917,0.444,125.054,2020-08-28,2020,8
USA,96.3,not ur friend,Jeremy Zucker,2020-02-28,0.802,0.272,68.969,2020-02-28,2020,2
USA,0.8,lady,Brett Young,2020-05-01,0.408,0.523,169.954,2020-05-01,2020,5
USA,36,ai nash,YoungBoy Never Broke Again,2020-04-24,0.8909999999999999,0.648,127.942,2020-04-24,2020,4
USA,21.6,the baddest,Big Sean,2020-09-04,0.639,0.726,81.846,2020-09-04,2020,9
USA,4,power,Ellie Goulding,2020-05-21,0.535,0.648,162.084,2020-05-21,2020,5
USA,69.60000000000001,all dogs go to heaven,$uicideBoy$,2020-02-14,0.884,0.903,75.02199999999998,2020-02-14,2020,2
USA,297.6,reality check,Swae Lee,2020-06-18,0.542,0.434,120.046,2020-06-18,2020,6
USA,26.4,ten talk,YoungBoy Never Broke Again,2020-04-24,0.823,0.381,83.49700000000001,2020-04-24,2020,4
USA,67.2,second guessing - from songland,Florida Georgia Line,2020-05-22,0.547,0.511,137.87,2020-05-22,2020,5
USA,91.20000000000002,b.i.t.c.h.,Megan Thee Stallion,2020-03-06,0.742,0.731,174.019,2020-03-06,2020,3
USA,10.4,hellboy,Lil Peep,2020-09-25,0.598,0.6829999999999999,135.982,2020-09-25,2020,9
USA,619.35,will - remix,Joyner Lucas - Will Smith,2020-05-15,0.7659999999999999,0.579,142.93200000000004,2020-05-15,2020,5
USA,249.6,sick and tired,iann dior - Machine Gun Kelly - Travis Barker,2020-06-12,0.748,0.4920000000000001,145.097,2020-06-12,2020,6
USA,77.60000000000002,rough ryder,YoungBoy Never Broke Again,2020-04-24,0.623,0.721,166.637,2020-04-24,2020,4
USA,90.8,hold you tonight,Gryffin - Chris Lane,2020-04-07,0.467,0.795,163.83700000000005,2020-04-07,2020,4
USA,166.75,nfl,Lil Wayne - Gudda Gudda - Hoodybaby,2020-10-05,0.784,0.596,129.94899999999998,2020-10-05,2020,10
USA,16.8,eye on it,PARTYNEXTDOOR,2020-03-27,0.789,0.741,95.986,2020-03-27,2020,3
USA,66.4,inside out,Zedd - Griff,2020-10-23,0.64,0.6829999999999999,146.058,2020-10-23,2020,10
USA,28.000000000000004,bastard,Lil Wayne,2020-01-31,0.8220000000000001,0.6920000000000001,139.97,2020-01-31,2020,1
USA,151.20000000000005,the lakes - bonus track,Taylor Swift,2020-08-17,0.509,0.262,89.846,2020-08-17,2020,8
USA,350.05,wunna,Gunna,2020-05-18,0.889,0.455,148.004,2020-05-18,2020,5
USA,52.00000000000001,need you most,The Kid LAROI,2020-07-24,0.63,0.7070000000000001,86.84899999999998,2020-07-24,2020,7
USA,10.4,pressure in my palms,Aminé - slowthai - Vince Staples,2020-08-07,0.647,0.537,171.94299999999996,2020-08-07,2020,8
USA,70.4,im up,YoungBoy Never Broke Again,2020-09-11,0.7290000000000001,0.6,82.463,2020-09-11,2020,9
USA,417.95,the other girl,Kelsea Ballerini - Halsey,2020-03-20,0.583,0.769,179.86900000000003,2020-03-20,2020,3
USA,243.55,jawbreaker,Machine Gun Kelly,2020-09-25,0.7070000000000001,0.5760000000000001,128.08,2020-09-25,2020,9
USA,121.6,y u mad,Wiz Khalifa - Megan Thee Stallion - Mustard - Ty Dolla $ign,2020-04-20,0.898,0.468,100.052,2020-04-20,2020,4
USA,41.6,u played,Moneybagg Yo - Lil Baby,2020-01-03,0.8759999999999999,0.847,134.963,2020-01-03,2020,1
USA,64.80000000000001,killing boys,Halsey,2020-01-17,0.685,0.898,139.993,2020-01-17,2020,1
USA,169.60000000000005,stuntin on you,Tyla Yaweh - DaBaby,2020-07-17,0.7959999999999999,0.6829999999999999,173.852,2020-07-17,2020,7
USA,148.8,wishing for a hero,Polo G - BJ The Chicago Kid,2020-05-15,0.562,0.589,88.90299999999998,2020-05-15,2020,5
USA,44,p.a.i.n,Tory Lanez,2020-04-10,0.482,0.768,106.465,2020-04-10,2020,4
USA,430.85,revenge,Joyner Lucas,2020-02-03,0.8440000000000001,0.574,158.047,2020-02-03,2020,2
USA,194.45,heard em say,Logic,2020-07-24,0.473,0.904,86.82799999999997,2020-07-24,2020,7
USA,32.800000000000004,murder business,YoungBoy Never Broke Again,2020-09-11,0.773,0.733,83.712,2020-09-11,2020,9
USA,58.40000000000001,suited panamera,YoungBoy Never Broke Again - Quando Rondo,2020-02-21,0.6,0.654,157.8,2020-02-21,2020,2
USA,16.8,seaside resort,Seaside Resort,2020-05-24,0.604,0.486,89.988,2020-05-24,2020,5
USA,18.4,cant deny,Nebu Kiniza - Lil Tecca,2020-03-20,0.747,0.741,76.27600000000002,2020-03-20,2020,3
USA,5049.55,one of them girls,Lee Brice,2020-04-10,0.643,0.79,95.987,2020-04-10,2020,4
USA,14.4,fuck ya!,YoungBoy Never Broke Again,2020-09-11,0.617,0.785,81.348,2020-09-11,2020,9
USA,62.40000000000001,the blinding feat. travis scott,Jay Electronica - Travis Scott,2020-03-13,0.448,0.4920000000000001,163.806,2020-03-13,2020,3
USA,65.6,tokyo drifting,Glass Animals - Denzel Curry,2020-08-07,0.715,0.438,128.905,2020-08-07,2020,8
USA,67.2,not fair,The Kid LAROI - Corbin,2020-07-24,0.412,0.657,76.342,2020-07-24,2020,7
USA,79.2,i-10 baby,YoungBoy Never Broke Again,2020-04-24,0.595,0.816,83.3,2020-04-24,2020,4
USA,1236.8000000000004,cruel intentions,Delacey - G-Eazy,2020-03-27,0.677,0.878,90.04799999999999,2020-03-27,2020,3
USA,33.6,dreamland,Glass Animals,2020-08-07,0.253,0.35200000000000004,141.97,2020-08-07,2020,8
USA,39.2,fidget,Lil Skies,2020-04-20,0.911,0.4920000000000001,144.94,2020-04-20,2020,4
USA,76.80000000000003,the light,Joey Bada$$,2020-07-17,0.4970000000000001,0.595,171.322,2020-07-17,2020,7
USA,56.8,bat man,YoungBoy Never Broke Again,2020-02-21,0.782,0.67,172.00599999999997,2020-02-21,2020,2
USA,41.6,better than we found it,Maren Morris,2020-10-02,0.379,0.569,170.21900000000005,2020-10-02,2020,10
USA,194.3,vroom vroom,A Boogie Wit da Hoodie - Don Q - Trap Manny,2020-09-03,0.687,0.575,114.268,2020-09-03,2020,9
USA,76,crazy,Bazzi,2020-08-20,0.843,0.6940000000000001,108.897,2020-08-20,2020,8
USA,123.20000000000002,compensating,Aminé - Young Thug,2020-08-07,0.868,0.616,98.017,2020-08-07,2020,8
USA,29.6,commander in chief,Demi Lovato,2020-10-14,0.496,0.502,78.042,2020-10-14,2020,10
USA,53.6,heartless,Diplo - Julia Michaels - Morgan Wallen,2020-01-31,0.647,0.5529999999999999,110.949,2020-01-31,2020,1
USA,20,money over fallouts,Tory Lanez,2020-09-25,0.568,0.665,124.741,2020-09-25,2020,9
USA,23.20000000000001,out of love,Lil Tecca - Internet Money,2020-09-18,0.732,0.636,138.061,2020-09-18,2020,9
USA,851.9999999999997,i hope you’re happy now,Carly Pearce - Lee Brice,2020-02-14,0.591,0.815,118.024,2020-02-14,2020,2
USA,32.800000000000004,el problema,Anuel AA,2020-05-29,0.677,0.6509999999999999,171.893,2020-05-29,2020,5
USA,36,lil bit,Nelly - Florida Georgia Line,2020-10-23,0.7070000000000001,0.6890000000000001,119.987,2020-10-23,2020,10
USA,56.8,you!,LANY,2020-08-14,0.5,0.635,94,2020-08-14,2020,8
USA,94.8,forget that,Lil Baby - Rylo Rodriguez,2020-02-28,0.897,0.574,150.085,2020-02-28,2020,2
USA,291.4500000000001,triggered,Jhené Aiko,2020-03-06,0.485,0.389,93.175,2020-03-06,2020,3
USA,123.45,pray 4 love,Rod Wave,2020-04-03,0.6759999999999999,0.529,179.012,2020-04-03,2020,4
USA,111.2,one way st.,Jhené Aiko - Ab-Soul,2020-03-06,0.384,0.598,82.455,2020-03-06,2020,3
USA,20.800000000000004,sunset,Prxxy,2020-07-10,0.812,0.309,150.02700000000004,2020-07-10,2020,7
USA,33.6,deeper,Summer Walker,2020-07-10,0.667,0.448,108.023,2020-07-10,2020,7
USA,1.6,summer 2020 - interlude,Jhené Aiko,2020-03-06,0.426,0.0613,134.959,2020-03-06,2020,3
USA,161.05,contact,Wiz Khalifa - Tyga,2020-04-20,0.84,0.6920000000000001,100.046,2020-04-20,2020,4
USA,320.4500000000001,know you know,Lil Wayne - 2 Chainz,2020-01-31,0.8029999999999999,0.5489999999999999,139.935,2020-01-31,2020,1
USA,26.4,42.26,Childish Gambino,2020-03-22,0.5760000000000001,0.486,165.81599999999997,2020-03-22,2020,3
USA,16,i wanna see some ass,Jack Harlow - jetsonmade,2020-03-13,0.899,0.691,107.951,2020-03-13,2020,3
USA,209.9,clap for em,Lil Wayne,2020-01-31,0.5670000000000001,0.8029999999999999,97.547,2020-01-31,2020,1
USA,20.8,exotic,NLE Choppa,2020-02-07,0.5329999999999999,0.59,104.97,2020-02-07,2020,2
USA,93.6,high today,Wiz Khalifa - Logic,2020-04-20,0.775,0.629,112.835,2020-04-20,2020,4
USA,24.8,200 for lunch,Gunna,2020-07-24,0.745,0.662,127.915,2020-07-24,2020,7
USA,141.7,thief in the night,Rod Wave,2020-04-03,0.505,0.657,87.97200000000002,2020-04-03,2020,4
USA,182.75,not me,Lil Wayne,2020-01-31,0.897,0.616,94.014,2020-01-31,2020,1
USA,205.4,p*$$y fairy,Jhené Aiko,2020-03-06,0.523,0.458,129.264,2020-03-06,2020,3
USA,5.6000000000000005,isis,Joyner Lucas - Logic,2020-03-27,0.884,0.936,120.004,2020-03-27,2020,3
USA,44.8,in a dream,Troye Sivan,2020-08-21,0.5379999999999999,0.8079999999999999,170.032,2020-08-21,2020,8
USA,128.6,respect it,Big Sean - Hit-Boy - Young Thug,2020-09-04,0.703,0.7170000000000001,77.016,2020-09-04,2020,9
USA,6.4,rack of his,Fiona Apple,2020-04-17,0.44,0.619,94.968,2020-04-17,2020,4
USA,35.2,hot sugar,Glass Animals,2020-08-07,0.705,0.487,88.616,2020-08-07,2020,8
USA,347.20000000000016,lil top,YoungBoy Never Broke Again,2020-02-21,0.708,0.654,168.032,2020-02-21,2020,2
USA,116.45,bout my business,YoungBoy Never Broke Again - Sherhonda Gaulden,2020-04-24,0.579,0.565,83.973,2020-04-24,2020,4
USA,47.2,get your wish,Porter Robinson,2020-01-29,0.542,0.684,95.004,2020-01-29,2020,1
USA,10.4,dreamland,Glass Animals,2020-05-01,0.253,0.35200000000000004,141.97,2020-05-01,2020,5
USA,9.6,adidas,Tory Lanez,2020-04-10,0.6920000000000001,0.782,94.535,2020-04-10,2020,4
USA,375.85,you’re mines still,Yung Bleu - Drake,2020-10-15,0.575,0.609,83.00399999999998,2020-10-15,2020,10
USA,57.6,mood,Trippie Redd - Chris Brown,2020-10-30,0.42,0.419,125.153,2020-10-30,2020,10
USA,304.8,dnd,Polo G,2020-05-15,0.779,0.797,159.958,2020-05-15,2020,5
USA,26.4,sad tonight,Chelsea Cutler,2020-01-17,0.71,0.6759999999999999,105.025,2020-01-17,2020,1
USA,749.6000000000001,said sum,Moneybagg Yo,2020-09-18,0.929,0.667,126.998,2020-09-18,2020,9
USA,265.40000000000003,peep hole,DaBaby,2020-08-04,0.833,0.513,127.884,2020-08-04,2020,8
USA,449.85,otherside of america,Meek Mill,2020-06-05,0.73,0.772,147.053,2020-06-05,2020,6
USA,46.40000000000001,shut up,DaBaby,2020-02-06,0.871,0.555,129.97299999999998,2020-02-06,2020,2
USA,44,showing you,PARTYNEXTDOOR,2020-03-27,0.649,0.297,133.933,2020-03-27,2020,3
USA,2104.8,bang!,AJR,2020-02-12,0.74,0.516,139.918,2020-02-12,2020,2
USA,315.2000000000001,24,Money Man - Lil Baby,2020-08-14,0.868,0.638,126.03,2020-08-14,2020,8
USA,70.4,float,6LACK,2020-06-26,0.8540000000000001,0.478,123.992,2020-06-26,2020,6
USA,127.20000000000002,drop a tear,Bankrol Hayden - Lil Baby,2020-06-26,0.542,0.6409999999999999,148.234,2020-06-26,2020,6
USA,32.8,girl of my dreams,Rod Wave,2020-04-03,0.586,0.547,75.911,2020-04-03,2020,4
USA,15.2,my space,NAV,2020-05-08,0.8079999999999999,0.627,153.031,2020-05-08,2020,5
USA,27.20000000000001,tr666,Trippie Redd - Swae Lee,2020-10-30,0.4,0.6759999999999999,170.148,2020-10-30,2020,10
USA,369.69999999999993,ooh la la,Run The Jewels - Greg Nice - DJ Premier,2020-06-03,0.6859999999999999,0.8240000000000001,170.079,2020-06-03,2020,6
USA,100.8,reply,A Boogie Wit da Hoodie - Lil Uzi Vert,2020-02-14,0.512,0.623,112.15,2020-02-14,2020,2
USA,53.6,off season,YoungBoy Never Broke Again,2020-09-11,0.677,0.7170000000000001,144.872,2020-09-11,2020,9
USA,72.8,the ground below,Run The Jewels,2020-06-03,0.6920000000000001,0.785,89.95200000000001,2020-06-03,2020,6
USA,95.2,personal favorite,Trippie Redd - Rich The Kid,2020-10-30,0.679,0.57,150.112,2020-10-30,2020,10
USA,32.800000000000004,welcome back,Ali Gatie - Alessia Cara,2020-09-18,0.5770000000000001,0.517,171.863,2020-09-18,2020,9
USA,48.8,vultures cry 2,Kodak Black - Mike Smiff - WizDaWizard,2020-06-11,0.726,0.6409999999999999,95.005,2020-06-11,2020,6
USA,135.6,im on some,Gunna,2020-05-22,0.889,0.375,114.036,2020-05-22,2020,5
USA,52,kevin and barracuda - interlude,Machine Gun Kelly,2020-09-25,0.603,0.626,181.151,2020-09-25,2020,9
USA,55.2,trauma,PARTYNEXTDOOR,2020-03-27,0.62,0.45,114.082,2020-03-27,2020,3
USA,162.4,jobs,City Girls,2020-06-20,0.885,0.5920000000000001,159.996,2020-06-20,2020,6
USA,2245.7500000000005,kacey talk,YoungBoy Never Broke Again,2020-09-11,0.877,0.607,127.055,2020-09-11,2020,9
USA,26.4,39.28,Childish Gambino,2020-03-22,0.44,0.106,93.921,2020-03-22,2020,3
USA,113.9,let it out,Trippie Redd - Myiah Lynnae,2020-10-30,0.462,0.475,135.94299999999998,2020-10-30,2020,10
USA,13.6,physical,Dua Lipa - The Blessed Madonna - Gwen Stefani - Mark Ronson,2020-08-28,0.623,0.7809999999999999,94.035,2020-08-28,2020,8
USA,169.35,cant explain,Lil Baby,2020-02-28,0.642,0.3720000000000001,160.009,2020-02-28,2020,2
USA,172.8,bandido,Anuel AA - Mariah Angeliq,2020-05-29,0.789,0.809,95.935,2020-05-29,2020,5
USA,116,war  - bonus,Pop Smoke - Lil Tjay,2020-02-07,0.6409999999999999,0.76,141.82,2020-02-07,2020,2
USA,160.45,do better,Gunna,2020-05-22,0.833,0.456,120.06,2020-05-22,2020,5
USA,58.40000000000001,white tee,Summer Walker - NO1-NOAH,2020-07-10,0.7909999999999999,0.366,124.878,2020-07-10,2020,7
USA,3868.6,die from a broken heart,Maddie & Tae,2020-04-10,0.596,0.522,76.042,2020-04-10,2020,4
USA,3347.25,captain hook,Megan Thee Stallion,2020-03-06,0.863,0.633,163.991,2020-03-06,2020,3
USA,124.8,ball hard,Lil Wayne - Lil Twist,2020-01-31,0.8590000000000001,0.652,75.518,2020-01-31,2020,1
